GEOID,GEOID10,NAME,18TOT,18TOTme,18BLACK,18Bme,2018_PB,17TOT,17TOTme,17BLACK,17Bme,2017_PB,16TOT,16TOTme,16BLACK,16Bme,2016_PB,15TOT,15TOTme,15BLACK,15Bme,2015_PB,14TOT,14TOTme,14BLACK,14Bme,2014_PB,13TOT,13TOTme,13BLACK,13Bme,2013_PB
1500000US210670003003,210670003003,"Block Group 3, Census Tract 3, Fayette County, Kentucky",991,263,537,213,54.19,1040,349,218,267,20.96,1238,327,306,296,24.72,941,318,71,64,7.55,788,256,26,49,3.3,912,235,65,55,7.13
1500000US210670003004,210670003004,"Block Group 4, Census Tract 3, Fayette County, Kentucky",504,174,154,88,30.56,1552,494,682,316,43.94,1590,399,632,296,39.75,1837,576,496,229,27,2136,554,402,208,18.82,586,205,493,189,84.13
1500000US210670001011,210670001011,"Block Group 1, Census Tract 1.01, Fayette County, Kentucky",1511,245,556,132,36.80,1877,532,900,554,47.95,1659,283,550,174,33.15,1804,310,748,268,41.46,2247,411,877,254,39.03,938,226,834,210,88.91
1500000US210670001012,210670001012,"Block Group 2, Census Tract 1.01, Fayette County, Kentucky",1743,241,191,88,10.96,929,184,94,100,10.12,1229,254,61,62,4.96,1245,261,139,124,11.16,1152,288,183,175,15.89,676,186,56,62,8.28
1500000US210670001021,210670001021,"Block Group 1, Census Tract 1.02, Fayette County, Kentucky",627,125,127,85,20.26,968,316,473,194,48.86,826,300,340,224,41.16,880,260,366,183,41.59,980,279,381,191,38.88,1120,229,933,223,83.3
1500000US210670001022,210670001022,"Block Group 2, Census Tract 1.02, Fayette County, Kentucky",1064,162,233,74,21.90,1821,393,306,198,16.80,2009,482,420,250,20.91,1720,390,425,245,24.71,1525,399,338,224,22.16,1130,299,206,94,18.23
1500000US210670011004,210670011004,"Block Group 4, Census Tract 11, Fayette County, Kentucky",792,248,628,194,79.29,2398,569,626,343,26.11,2568,584,641,321,24.96,2449,596,591,347,24.13,2284,522,476,326,20.84,836,235,336,200,40.19
1500000US210670019002,210670019002,"Block Group 2, Census Tract 19, Fayette County, Kentucky",1641,311,171,144,10.42,1439,534,538,496,37.39,1231,400,143,167,11.62,1614,581,559,545,34.63,1700,618,605,437,35.59,842,207,169,78,20.07
1500000US210670003002,210670003002,"Block Group 2, Census Tract 3, Fayette County, Kentucky",947,372,546,297,57.66,1489,390,200,97,13.43,1300,330,91,67,7,1461,369,236,170,16.15,1465,415,292,220,19.93,1068,228,333,170,31.18
1500000US210670040013,210670040013,"Block Group 3, Census Tract 40.01, Fayette County, Kentucky",2308,536,495,298,21.45,2392,515,194,108,8.11,2347,455,137,85,5.84,2123,469,142,109,6.69,2165,468,128,101,5.91,814,199,40,40,4.91
1500000US210670040032,210670040032,"Block Group 2, Census Tract 40.03, Fayette County, Kentucky",1667,406,295,222,17.70,2442,409,332,244,13.60,2601,513,515,259,19.8,2873,532,531,240,18.48,2848,508,429,176,15.06,1202,223,116,74,9.65
1500000US210670040051,210670040051,"Block Group 1, Census Tract 40.05, Fayette County, Kentucky",1737,96,22,31,1.27,2069,312,409,212,19.77,1892,262,377,188,19.93,1610,201,199,108,12.36,1765,219,260,177,14.73,1450,264,269,164,18.55
1500000US210670040061,210670040061,"Block Group 1, Census Tract 40.06, Fayette County, Kentucky",1156,91,0,11,0.00,1577,335,251,208,15.92,1729,301,282,215,16.31,1788,292,246,218,13.76,1618,236,124,119,7.66,734,212,20,32,2.72
1500000US210670040072,210670040072,"Block Group 2, Census Tract 40.07, Fayette County, Kentucky",994,200,0,11,0.00,1531,296,153,171,9.99,1485,264,245,162,16.5,1571,320,378,201,24.06,1753,318,393,222,22.42,605,211,0,11,0
1500000US210670041031,210670041031,"Block Group 1, Census Tract 41.03, Fayette County, Kentucky",147,70,0,11,0.00,1950,298,235,153,12.05,2241,331,229,183,10.22,2148,336,226,156,10.52,1928,354,155,105,8.04,676,180,56,62,8.28
1500000US210670041041,210670041041,"Block Group 1, Census Tract 41.04, Fayette County, Kentucky",1464,275,283,156,19.33,1618,277,206,116,12.73,1679,316,170,138,10.13,1680,298,65,63,3.87,1406,225,36,39,2.56,696,286,33,37,4.74
1500000US210670041042,210670041042,"Block Group 2, Census Tract 41.04, Fayette County, Kentucky",1677,292,289,170,17.23,806,186,36,57,4.47,693,172,40,63,5.77,604,151,0,11,0,695,246,218,228,31.37,1662,238,163,111,9.81
1500000US210670041051,210670041051,"Block Group 1, Census Tract 41.05, Fayette County, Kentucky",1422,212,53,62,3.73,1319,317,425,226,32.22,1316,281,545,239,41.41,1205,315,668,304,55.44,1170,337,648,350,55.38,1334,305,36,38,2.7
1500000US210670041052,210670041052,"Block Group 2, Census Tract 41.05, Fayette County, Kentucky",2628,402,192,174,7.31,2331,433,877,385,37.62,2446,393,888,345,36.3,2334,517,769,468,32.95,2160,473,519,343,24.03,3392,420,1230,353,36.26
1500000US210670041061,210670041061,"Block Group 1, Census Tract 41.06, Fayette County, Kentucky",2208,286,174,185,7.88,1045,142,10,17,0.96,878,151,12,18,1.37,883,158,18,21,2.04,850,156,32,40,3.76,1123,253,22,35,1.96
1500000US210670041062,210670041062,"Block Group 2, Census Tract 41.06, Fayette County, Kentucky",2318,344,54,61,2.33,1600,167,8,12,0.50,1534,170,9,16,0.59,1745,266,12,19,0.69,1788,239,0,11,0,696,470,115,134,16.52
1500000US210670041072,210670041072,"Block Group 2, Census Tract 41.07, Fayette County, Kentucky",2064,346,28,42,1.36,1651,172,49,64,2.97,1887,231,0,11,0,1740,230,0,11,0,1665,236,0,11,0,415,190,63,91,15.18
1500000US210670041073,210670041073,"Block Group 3, Census Tract 41.07, Fayette County, Kentucky",2031,370,125,114,6.15,731,138,28,40,3.83,722,145,27,37,3.74,777,157,13,26,1.67,797,149,14,29,1.76,1522,284,150,114,9.86
1500000US210670042053,210670042053,"Block Group 3, Census Tract 42.05, Fayette County, Kentucky",2315,393,59,91,2.55,2186,239,736,122,33.67,2406,244,817,139,33.96,2513,237,851,123,33.86,2483,227,913,127,36.77,402,163,102,124,25.37
1500000US210670018001,210670018001,"Block Group 1, Census Tract 18, Fayette County, Kentucky",1527,266,106,74,6.94,1747,313,310,179,17.74,1766,310,319,143,18.06,1777,305,324,114,18.23,1793,377,305,117,17.01,923,164,172,128,18.63
1500000US210670026003,210670026003,"Block Group 3, Census Tract 26, Fayette County, Kentucky",1430,325,55,52,3.85,2361,274,750,166,31.77,2194,233,649,155,29.58,2256,504,556,174,24.65,2182,529,469,152,21.49,729,114,0,11,0
1500000US210670026005,210670026005,"Block Group 5, Census Tract 26, Fayette County, Kentucky",611,304,158,190,25.86,3292,486,502,198,15.25,3350,401,535,197,15.97,3151,489,491,172,15.58,2767,382,352,200,12.72,1016,193,107,50,10.53
1500000US210670026001,210670026001,"Block Group 1, Census Tract 26, Fayette County, Kentucky",1526,382,9,14,0.59,1713,473,284,153,16.58,1600,332,190,119,11.88,1597,378,199,139,12.46,1587,348,245,141,15.44,1597,271,46,56,2.88
1500000US210670026002,210670026002,"Block Group 2, Census Tract 26, Fayette County, Kentucky",830,221,18,28,2.17,1939,344,362,194,18.67,2056,430,507,337,24.66,1748,436,434,313,24.83,1934,444,434,300,22.44,1617,282,0,11,0
1500000US210670030005,210670030005,"Block Group 5, Census Tract 30, Fayette County, Kentucky",2305,261,1188,116,51.54,1592,376,253,151,15.89,1599,426,437,299,27.33,1599,432,496,284,31.02,1584,390,478,295,30.18,1881,329,62,63,3.3
1500000US210670030001,210670030001,"Block Group 1, Census Tract 30, Fayette County, Kentucky",740,228,93,84,12.57,893,216,280,194,31.35,936,275,245,228,26.18,821,258,246,241,29.96,779,252,331,247,42.49,998,403,147,141,14.73
1500000US210670030002,210670030002,"Block Group 2, Census Tract 30, Fayette County, Kentucky",1431,370,0,11,0.00,447,113,9,12,2.01,528,135,51,67,9.66,680,246,64,76,9.41,691,257,48,73,6.95,701,327,222,273,31.67
1500000US210670042051,210670042051,"Block Group 1, Census Tract 42.05, Fayette County, Kentucky",1575,310,0,11,0.00,386,124,0,11,0.00,410,121,10,11,2.44,380,98,13,17,3.42,338,112,27,33,7.99,1847,301,170,131,9.2
1500000US210670030004,210670030004,"Block Group 4, Census Tract 30, Fayette County, Kentucky",674,218,63,108,9.35,703,164,47,40,6.69,684,164,59,64,8.63,642,148,38,31,5.92,584,155,47,36,8.05,647,253,0,11,0
1500000US210670034061,210670034061,"Block Group 1, Census Tract 34.06, Fayette County, Kentucky",1403,326,269,135,19.17,674,155,48,36,7.12,597,128,47,45,7.87,508,112,27,44,5.31,479,124,19,31,3.97,1461,139,3,5,0.21
1500000US210670039061,210670039061,"Block Group 1, Census Tract 39.06, Fayette County, Kentucky",1794,231,77,68,4.29,2108,362,1098,363,52.09,2104,318,1070,336,50.86,2310,301,1328,220,57.49,2226,279,1299,205,58.36,577,145,0,11,0
1500000US210670042052,210670042052,"Block Group 2, Census Tract 42.05, Fayette County, Kentucky",2425,397,90,141,3.71,372,100,0,11,0.00,373,82,0,11,0,440,74,0,11,0,424,84,0,11,0,1810,269,91,86,5.03
1500000US210670011002,210670011002,"Block Group 2, Census Tract 11, Fayette County, Kentucky",1260,345,1087,331,86.27,1568,467,1235,456,78.76,1480,436,1177,433,79.53,1757,545,1404,528,79.91,1979,443,1423,429,71.91,565,120,61,84,10.8
1500000US210670011003,210670011003,"Block Group 3, Census Tract 11, Fayette County, Kentucky",439,182,9,15,2.05,798,361,662,350,82.96,779,357,738,345,94.74,756,378,699,365,92.46,372,367,327,341,87.9,609,128,43,42,7.06
1500000US210670011001,210670011001,"Block Group 1, Census Tract 11, Fayette County, Kentucky",682,263,497,255,72.87,1820,357,1390,351,76.37,1861,395,1486,368,79.85,1442,347,1243,332,86.2,1510,395,1282,346,84.9,872,202,0,11,0
1500000US210670042071,210670042071,"Block Group 1, Census Tract 42.07, Fayette County, Kentucky",1986,307,57,72,2.87,1803,241,42,48,2.33,1779,226,14,22,0.79,1801,230,13,21,0.72,1755,222,12,19,0.68,1073,239,0,11,0
1500000US210670042072,210670042072,"Block Group 2, Census Tract 42.07, Fayette County, Kentucky",1759,226,81,65,4.60,2384,298,125,84,5.24,2365,274,151,104,6.38,2096,266,130,111,6.2,2187,266,126,98,5.76,864,217,37,57,4.28
1500000US210670042082,210670042082,"Block Group 2, Census Tract 42.08, Fayette County, Kentucky",3590,545,12,19,0.33,1184,262,34,34,2.87,1178,273,41,42,3.48,1131,320,257,252,22.72,1142,325,232,230,20.32,1858,386,0,11,0
1500000US210670042091,210670042091,"Block Group 1, Census Tract 42.09, Fayette County, Kentucky",1960,311,47,41,2.40,2751,316,257,136,9.34,2612,347,354,169,13.55,2459,325,335,129,13.62,2443,385,296,128,12.12,1400,282,54,45,3.86
1500000US210670042101,210670042101,"Block Group 1, Census Tract 42.10, Fayette County, Kentucky",1851,401,39,35,2.11,540,260,177,194,32.78,735,360,329,301,44.76,455,188,79,89,17.36,341,167,56,67,16.42,905,272,88,92,9.72
1500000US210670042102,210670042102,"Block Group 2, Census Tract 42.10, Fayette County, Kentucky",3343,362,155,63,4.64,2450,447,448,214,18.29,2567,507,491,202,19.13,2475,579,462,192,18.67,2578,445,616,187,23.89,967,281,0,11,0
1500000US210670037043,210670037043,"Block Group 3, Census Tract 37.04, Fayette County, Kentucky",959,326,319,215,33.26,629,226,198,154,31.48,617,196,192,149,31.12,543,194,123,108,22.65,592,209,20,33,3.38,563,213,0,11,0
1500000US210670038033,210670038033,"Block Group 3, Census Tract 38.03, Fayette County, Kentucky",334,107,0,11,0.00,1971,290,862,265,43.73,1484,251,777,241,52.36,1294,280,648,234,50.08,731,202,430,198,58.82,399,217,96,131,24.06
1500000US210670038043,210670038043,"Block Group 3, Census Tract 38.04, Fayette County, Kentucky",1899,384,1514,354,79.73,1325,325,348,199,26.26,1130,230,448,185,39.65,922,205,223,101,24.19,1400,342,679,323,48.5,1114,265,72,89,6.46
1500000US210670039082,210670039082,"Block Group 2, Census Tract 39.08, Fayette County, Kentucky",2931,334,186,117,6.35,1490,200,126,99,8.46,1415,197,189,117,13.36,1546,227,248,174,16.04,745,177,228,98,30.6,1475,291,18,20,1.22
1500000US210670039092,210670039092,"Block Group 2, Census Tract 39.09, Fayette County, Kentucky",775,201,197,133,25.42,847,251,642,246,75.80,708,205,499,194,70.48,661,224,386,208,58.4,1455,206,338,213,23.23,1031,169,33,38,3.2
1500000US210670039112,210670039112,"Block Group 2, Census Tract 39.11, Fayette County, Kentucky",1448,187,106,83,7.32,2696,398,760,239,28.19,2824,464,715,239,25.32,2674,411,743,215,27.79,2371,449,824,281,34.75,2056,261,30,32,1.46
1500000US210670039122,210670039122,"Block Group 2, Census Tract 39.12, Fayette County, Kentucky",2057,294,33,41,1.60,1822,322,33,42,1.81,1679,343,56,47,3.34,1787,256,55,49,3.08,1771,254,79,93,4.46,1372,298,17,26,1.24
1500000US210670039133,210670039133,"Block Group 3, Census Tract 39.13, Fayette County, Kentucky",4899,473,314,146,6.41,1962,423,158,138,8.05,1935,352,100,95,5.17,1841,354,82,81,4.45,1916,427,91,89,4.75,1136,267,72,67,6.34
1500000US210670024004,210670024004,"Block Group 4, Census Tract 24, Fayette County, Kentucky",815,138,10,16,1.23,648,160,45,69,6.94,552,180,35,57,6.34,612,236,0,11,0,514,204,0,11,0,1367,188,0,11,0
1500000US210670036001,210670036001,"Block Group 1, Census Tract 36, Fayette County, Kentucky",1066,170,11,18,1.03,4715,486,311,183,6.60,4407,394,369,154,8.37,3838,450,420,155,10.94,3463,484,509,168,14.7,1457,274,30,46,2.06
1500000US210670024002,210670024002,"Block Group 2, Census Tract 24, Fayette County, Kentucky",674,206,0,11,0.00,832,154,465,124,55.89,844,187,400,136,47.39,850,216,424,146,49.88,736,210,328,144,44.57,1075,197,89,85,8.28
1500000US210670025002,210670025002,"Block Group 2, Census Tract 25, Fayette County, Kentucky",667,167,0,11,0.00,1375,234,152,130,11.05,1211,214,181,143,14.95,1190,228,249,168,20.92,1159,121,181,125,15.62,1255,431,96,127,7.65
1500000US210670034051,210670034051,"Block Group 1, Census Tract 34.05, Fayette County, Kentucky",2372,486,481,243,20.28,1709,245,137,134,8.02,1519,185,55,59,3.62,1421,273,62,69,4.36,1526,227,169,130,11.07,749,233,0,11,0
1500000US210670031021,210670031021,"Block Group 1, Census Tract 31.02, Fayette County, Kentucky",1198,266,622,219,51.92,1662,296,172,138,10.35,1828,298,83,90,4.54,1862,335,88,100,4.73,1587,306,118,146,7.44,900,393,2,5,0.22
1500000US210670009002,210670009002,"Block Group 2, Census Tract 9, Fayette County, Kentucky",3291,554,426,169,12.94,12,16,0,11,0.00,11,15,0,11,0,10,14,0,11,0,10,14,0,11,0,1003,231,52,64,5.18
1500000US210670013002,210670013002,"Block Group 2, Census Tract 13, Fayette County, Kentucky",616,211,121,80,19.64,509,69,9,13,1.77,506,87,9,13,1.78,588,174,9,13,1.53,577,181,7,13,1.21,1506,287,310,187,20.58
1500000US210670002001,210670002001,"Block Group 1, Census Tract 2, Fayette County, Kentucky",823,270,321,133,39.00,1138,171,429,87,37.70,1098,150,416,86,37.89,1070,154,373,83,34.86,1051,139,313,139,29.78,1406,241,436,176,31.01
1500000US210670034071,210670034071,"Block Group 1, Census Tract 34.07, Fayette County, Kentucky",1926,312,480,188,24.92,49,21,0,11,0.00,37,19,0,11,0,28,19,0,11,0,26,18,0,11,0,1296,253,907,194,69.98
1500000US210670008022,210670008022,"Block Group 2, Census Tract 8.02, Fayette County, Kentucky",832,110,37,29,4.45,0,11,0,11,0.00,0,11,0,11,0,0,11,0,11,0,0,11,0,11,0,987,130,96,68,9.73
1500000US210670016001,210670016001,"Block Group 1, Census Tract 16, Fayette County, Kentucky",1193,252,194,122,16.26,767,172,45,47,5.87,685,176,44,47,6.42,911,247,70,66,7.68,988,302,194,149,19.64,1229,247,61,80,4.96
1500000US210670025003,210670025003,"Block Group 3, Census Tract 25, Fayette County, Kentucky",1804,426,6,14,0.33,2303,315,187,118,8.12,2046,223,189,149,9.24,1880,265,182,158,9.68,1725,337,191,198,11.07,448,158,44,51,9.82
1500000US210670032011,210670032011,"Block Group 1, Census Tract 32.01, Fayette County, Kentucky",963,162,173,95,17.96,2789,591,644,353,23.09,2404,512,550,348,22.88,2191,477,445,260,20.31,1819,376,225,129,12.37,2074,560,229,253,11.04
1500000US210670032022,210670032022,"Block Group 2, Census Tract 32.02, Fayette County, Kentucky",1291,491,570,354,44.15,1057,263,50,58,4.73,1123,244,65,63,5.79,1188,251,59,65,4.97,1315,308,99,103,7.53,952,523,210,204,22.06
1500000US210670033002,210670033002,"Block Group 2, Census Tract 33, Fayette County, Kentucky",923,211,129,102,13.98,2121,527,466,253,21.97,2318,459,549,270,23.68,2056,444,444,206,21.6,2577,426,584,217,22.66,1172,325,142,194,12.12
1500000US210670034063,210670034063,"Block Group 3, Census Tract 34.06, Fayette County, Kentucky",2443,458,194,128,7.94,1428,368,103,88,7.21,1307,373,100,86,7.65,1645,353,102,89,6.2,1898,374,64,47,3.37,1618,292,249,161,15.39
1500000US210670035031,210670035031,"Block Group 1, Census Tract 35.03, Fayette County, Kentucky",1765,240,277,121,15.69,1710,373,291,164,17.02,1920,409,265,146,13.8,1600,316,207,101,12.94,1424,266,183,77,12.85,1424,300,422,168,29.63
1500000US210670035042,210670035042,"Block Group 2, Census Tract 35.04, Fayette County, Kentucky",2459,458,958,423,38.96,2171,366,76,92,3.50,1974,403,9,17,0.46,1996,285,6,13,0.3,1753,259,5,12,0.29,1258,361,156,120,12.4
1500000US210670037021,210670037021,"Block Group 1, Census Tract 37.02, Fayette County, Kentucky",1848,349,360,225,19.48,1787,103,5,7,0.28,1755,91,4,7,0.23,1764,108,4,8,0.23,1788,116,42,62,2.35,1788,450,383,311,21.42
1500000US210670007001,210670007001,"Block Group 1, Census Tract 7, Fayette County, Kentucky",1670,265,60,61,3.59,1125,100,7,10,0.62,1111,89,7,11,0.63,1217,126,6,10,0.49,1186,113,39,49,3.29,766,168,30,39,3.92
1500000US210670014002,210670014002,"Block Group 2, Census Tract 14, Fayette County, Kentucky",1019,249,186,125,18.25,856,118,0,11,0.00,817,127,11,12,1.35,865,196,12,14,1.39,905,267,17,19,1.88,1773,445,324,169,18.27
1500000US210670017002,210670017002,"Block Group 2, Census Tract 17, Fayette County, Kentucky",870,245,5,9,0.57,915,143,0,11,0.00,894,156,0,11,0,1007,143,0,11,0,960,187,0,11,0,2252,409,822,269,36.5
1500000US210670028001,210670028001,"Block Group 1, Census Tract 28, Fayette County, Kentucky",2625,250,53,64,2.02,179,81,0,11,0.00,196,65,7,10,3.57,233,80,5,8,2.15,193,75,5,9,2.59,1166,226,85,108,7.29
1500000US210670006001,210670006001,"Block Group 1, Census Tract 6, Fayette County, Kentucky",1491,356,12,14,0.80,1299,172,66,40,5.08,1307,172,58,41,4.44,1321,191,40,37,3.03,1231,186,24,25,1.95,948,253,353,172,37.24
1500000US210670027001,210670027001,"Block Group 1, Census Tract 27, Fayette County, Kentucky",940,185,7,12,0.74,1478,294,294,158,19.89,1206,245,228,150,18.91,1458,280,183,129,12.55,1408,281,195,129,13.85,1994,402,483,298,24.22
1500000US210670027003,210670027003,"Block Group 3, Census Tract 27, Fayette County, Kentucky",1370,218,95,90,6.93,1894,323,337,184,17.79,1988,314,369,195,18.56,1932,362,339,206,17.55,1896,405,272,198,14.35,1825,374,432,336,23.67
1500000US210670018002,210670018002,"Block Group 2, Census Tract 18, Fayette County, Kentucky",1478,320,29,35,1.96,996,205,92,128,9.24,922,187,95,99,10.3,876,198,89,90,10.16,974,230,90,94,9.24,1510,555,390,399,25.83
1500000US210670026004,210670026004,"Block Group 4, Census Tract 26, Fayette County, Kentucky",465,187,0,11,0.00,1506,212,48,46,3.19,1493,213,52,44,3.48,1651,333,49,46,2.97,1537,246,55,51,3.58,1646,489,249,220,15.13
1500000US210670030003,210670030003,"Block Group 3, Census Tract 30, Fayette County, Kentucky",884,408,76,87,8.60,2479,354,177,181,7.14,2492,307,155,163,6.22,2291,483,109,133,4.76,2066,401,229,213,11.08,2320,576,118,102,5.09
1500000US210670042081,210670042081,"Block Group 1, Census Tract 42.08, Fayette County, Kentucky",3271,474,286,248,8.74,642,142,28,43,4.36,699,181,27,41,3.86,594,162,22,35,3.7,929,409,32,50,3.44,2611,533,383,249,14.67
1500000US210670042092,210670042092,"Block Group 2, Census Tract 42.09, Fayette County, Kentucky",2315,258,162,175,7.00,2103,275,189,180,8.99,2042,264,275,202,13.47,1955,309,236,186,12.07,2191,360,250,181,11.41,1585,251,251,147,15.84
1500000US210670023021,210670023021,"Block Group 1, Census Tract 23.02, Fayette County, Kentucky",1676,416,0,11,0.00,2414,351,52,53,2.15,2400,355,69,62,2.88,2233,337,103,98,4.61,2171,304,121,99,5.57,1466,212,110,71,7.5
1500000US210670034021,210670034021,"Block Group 1, Census Tract 34.02, Fayette County, Kentucky",2549,466,578,277,22.68,1127,248,28,34,2.48,1224,206,30,33,2.45,1238,268,91,109,7.35,1233,239,76,88,6.16,1649,300,369,203,22.38
1500000US210670034042,210670034042,"Block Group 2, Census Tract 34.04, Fayette County, Kentucky",1064,249,69,80,6.48,1929,297,29,44,1.50,1861,251,0,11,0,1879,256,0,11,0,2047,288,0,11,0,1886,367,299,205,15.85
1500000US210670005001,210670005001,"Block Group 1, Census Tract 5, Fayette County, Kentucky",825,154,94,110,11.39,1999,329,122,111,6.10,2047,326,109,105,5.32,2039,356,75,100,3.68,2021,385,68,77,3.36,1364,223,34,38,2.49
1500000US210670004001,210670004001,"Block Group 1, Census Tract 4, Fayette County, Kentucky",569,136,96,77,16.87,2052,413,0,11,0.00,2225,345,121,190,5.44,2053,317,108,173,5.26,1794,372,103,163,5.74,677,264,225,200,33.23
1500000US210670040012,210670040012,"Block Group 2, Census Tract 40.01, Fayette County, Kentucky",986,215,43,54,4.36,1798,361,21,33,1.17,1791,296,24,39,1.34,1757,334,21,34,1.2,1795,275,164,227,9.14,1382,275,592,249,42.84
1500000US210670038022,210670038022,"Block Group 2, Census Tract 38.02, Fayette County, Kentucky",485,140,0,11,0.00,1746,349,82,127,4.70,1649,269,80,123,4.85,1860,392,121,192,6.51,2097,451,152,175,7.25,1906,409,269,297,14.11
1500000US210670038021,210670038021,"Block Group 1, Census Tract 38.02, Fayette County, Kentucky",449,122,10,15,2.23,1475,377,13,21,0.88,1606,304,16,25,1,1367,373,16,25,1.17,1350,366,20,32,1.48,825,168,30,41,3.64
1500000US210670003001,210670003001,"Block Group 1, Census Tract 3, Fayette County, Kentucky",286,118,168,103,58.74,2653,337,192,209,7.24,2393,332,155,178,6.48,2157,367,134,153,6.21,2022,328,128,157,6.33,1718,265,0,11,0
1500000US210670020011,210670020011,"Block Group 1, Census Tract 20.01, Fayette County, Kentucky",806,444,405,376,50.25,2217,357,143,135,6.45,2194,352,88,100,4.01,2520,416,167,160,6.63,2629,484,207,169,7.87,1772,257,50,72,2.82
1500000US210670039182,210670039182,"Block Group 2, Census Tract 39.18, Fayette County, Kentucky",2445,327,193,122,7.89,2005,269,37,44,1.85,1890,193,27,30,1.43,1926,240,24,29,1.25,1875,258,21,28,1.12,769,163,0,11,0
1500000US210670040033,210670040033,"Block Group 3, Census Tract 40.03, Fayette County, Kentucky",2334,364,100,93,4.28,1865,239,117,96,6.27,1808,176,104,89,5.75,1891,250,70,74,3.7,1947,249,96,115,4.93,2328,258,858,129,36.86
1500000US210670040071,210670040071,"Block Group 1, Census Tract 40.07, Fayette County, Kentucky",866,151,0,11,0.00,3116,480,287,239,9.21,3082,587,260,219,8.44,2848,485,109,143,3.83,2744,413,109,133,3.97,1994,522,456,241,22.87
1500000US210670041032,210670041032,"Block Group 2, Census Tract 41.03, Fayette County, Kentucky",1251,175,51,35,4.08,3801,465,0,11,0.00,3715,484,0,11,0,4388,617,8,17,0.18,4473,653,9,18,0.2,2031,406,437,139,21.52
1500000US210670041043,210670041043,"Block Group 3, Census Tract 41.04, Fayette County, Kentucky",947,214,5,7,0.53,1995,346,41,48,2.06,1973,321,14,17,0.71,1838,349,9,14,0.49,1636,277,7,13,0.43,2786,385,367,154,13.17
1500000US210670041053,210670041053,"Block Group 3, Census Tract 41.05, Fayette County, Kentucky",680,177,33,46,4.85,2258,239,141,161,6.24,2293,256,151,174,6.59,2251,244,127,155,5.64,2235,286,16,21,0.72,1499,317,295,156,19.68
1500000US210670041071,210670041071,"Block Group 1, Census Tract 41.07, Fayette County, Kentucky",1150,281,10,17,0.87,1480,250,13,14,0.88,1381,268,28,28,2.03,1436,324,115,158,8.01,1410,254,174,179,12.34,1996,471,545,378,27.3
1500000US210670042043,210670042043,"Block Group 3, Census Tract 42.04, Fayette County, Kentucky",1800,354,0,11,0.00,3330,338,81,56,2.43,3326,345,129,85,3.88,3354,352,87,78,2.59,3066,368,54,51,1.76,1694,513,553,281,32.64
